xkb-key-bindings,configure xkb key-bindings,development system
git,git installation and cloning for rhel/centos,git system
redis,an ansible role that installs and configures redis,database nosql
newrelic-sysmond,new relic sysmond daemon for rhel/centos,system monitoring newrelic
ansible-fail2ban,set up fail2ban in debian-like systems,system networking
chrome,set up google chrome in debian-like systems,development system browser networking
jpic.dotfiles,,
gpg_key,gpg key,gpg
sa-netdata,installs netdata realtime monitoring,realtime ubuntu monitoring netdata
sa-queue-beanstalkd,beanstalk is a simple, fast work queue. its interface is generic, but was originally designed for reducing the latency of page views in high-volume web applications by running time-consuming tasks asynchronously.,ubuntu queue beanstalkd
ruby,install ruby on linux,development web
docker-compose-install,installs latest docker compose via pip,development system
zabbix-agent,simple ansible role that installs zabbix agent on ubuntu.,development system web
issue,customizable issue.net,system
suricata,installs suricata ids/ips role -  suricata-ids.org/,system networking monitoring
ruby-build,compile and install a ruby version system wide,system
gocd,ansible playbook to install gocd.,development
zip,install zip and unzip,system
postfix,install and manage postfix smtp server.,system networking
aws-cfn-bootstrap,installation of cfn-bootstrap,cloud system ec2
behat,provisions behat,database development system
atlassian-jira,ansible rols which installs and configures a basic atlassian jira installation,development system
openvpn,openvpn installation for centos 7,networking
colstrom,installs chris olstrom onto a system and makes it cozy for him.,system
docker-pull,pulls docker images for pre baked vm's,development system
mariadb,mariadb - an enhanced, drop-in replacement for mysql.,database sql
postgresql,postgresql is a powerful, open source object-relational database system. it has more than 15 years of active development and a proven architecture that has earned it a strong reputation for reliability, data integrity, and correctness.,database sql
tt-rss,creates a tt-rss instance using postgresql,web
zabbix-agent,this role installs zabbix-agent based on config variables,networking monitoring
pip-wheel,prepare pip-wheel for machine without internet access,packaging
emacs-snapshot,emacs snapshots,development
ruby,compiled-ruby role,development
yum-security-plugin,install the yum security plugin on rhel boxes,packaging
yum-cron,install yum-cron on rhel/centos flavours,packaging
elasticsearch,install elastic search package on debian or ubuntu,database web networking nosql
python-openstackclient,role to the latest version of python-openstackclient using pip,cloud
mock-services,simulates serivces,cloud
apache,install apache package,web
fail2ban,install fail2ban package,system networking
tutum-ansible-role,install and configure the tutum.co agent for managing docker containers,cloud development
firewall,firewall configuration.,system networking
cvmfs,configures a cvmfs client,system
h2o,h2o role for ubuntu,web networking
tarsnap,installs and configures tarsnap + logrotate policy + tarsnapper python wrapper,cloud system
open_vm_tools,installs open-vm-tools,system
kibana4,ansible role to install kibana4.,system monitoring
tftpd,manage standalone tftp server,system networking
uwsgi,ansible role for installing an uwsgi application server in emperor mode and configuring uwsgi vassals.,web
bind,sets up isc bind on rhel/centos 6/7 as an authoritative dns server for a single domain (master and/or slave).,system dns networking
common,common role for all my machines,system
luket_gh-org-keys-ec2,this role will pull ssh keys of the users from your github org and add them to the targets.,system
init,installs ansible on cygwin, ubuntu, and mac os x (darwin) using package managers.,system
osquery,installs osquery,system monitoring
tgt,configure iscsi targets using tgt,system networking
google_chrome,google chrome installation role,development
bash,set up bash in debian-like systems,system
gitlab-ansible,small ansible role designed to install gitlab on an ubuntu server behind an apache2 reverse proxy,development web
go,go is an open source programming language that makes it easy to build simple, reliable, and efficient software.,development
consul,consul is a tool for service discovery and configuration. consul is distributed, highly available, and extremely scalable.,system clustering monitoring
sodium,sodium is a modern, easy-to-use software library for encryption, decryption, signatures, password hashing and more.,development system
openssh,openssh is a suite of security-related network-level utilities based on the ssh protocol, which help to secure network communications via the encryption of network traffic over multiple authentication methods and by providing secure tunneling capabilit...,system networking
mariadb,manage mariadb on a redhat based linux distribution.,database sql
maven,an ansible role for installing maven,web
java8,installs java 8 via the webupd8team/java ppa repo,packaging
mysql-ansible,install mysql on an ubuntu trusty server, set the default mysql root password.,database development sql
vault,installs and configures vault,system
grafana,grafana - an open source, feature rich metrics dashboard and graph editor for graphite, influxdb & opentsdb.,system web
jre,installs the java runtime engine (jre). defaults to oracle server jre on linux.,system
nodejs-nodenv,(an ansible role) install nodejs/iojs using nodenv,system
nodebrew,nodebrew,development
hostname,sets the hostname in /etc/hostname and /etc/hosts,system
erlang,an ansible role for installing erlang.,development
kallithea,ansible role to install kallithea and configure it.,development git system web mercurial hg
duply,set up duply, a shell front-end for the mighty duplicity,system
ruby2,installs ruby 2.2 from source,development system packaging
build-deps,ansible role for installing operating system-level packages which are essential for compiling third-party source packages.,development system
rabbitmq,an ansible role for installing rabbitmq.,networking
autofs,installs and configures autofs,system
kodi,installs and configures kodi.,system
accumulo,an ansible role for configuring apache accumulo,database nosql
buildpack-deps,build dependencies,development system
jhipster,ansible role for create dev enviroment for jhipster ,development
haskell,haskell installation role,development
exabgp,role to manage exabgp,networking
java,java,system
yo-dawg,ansible is simple it automation,
buildpack-deps-scm,git, bazaar, mercurial, svn,system
symfony2,ansible role to deploy symfony2 applications. based off igor_mukhin.symfony2 role.,web
dotfiles,a role to manage your dotfiles and bootstrap new osx and debian/ubuntu machines,development
python,python is a programming language that lets you work quickly and integrate systems more effectively.,development
go,go is an open source programming language that makes it easy to build simple, reliable, and efficient software.,development
yo-dawg,ansible is simple it automation,automation
elasticsearch,restful, distributed search and analytics,system
elasticsearch,restful, distributed search and analytics,system
grafana,grafana - an open source, feature rich metrics dashboard and graph editor for graphite, influxdb & opentsdb.,system web
webgoat,webgoat - a deliberately insecure javaee application to teach application security,development
logstash,logstash - collect, parse, and enrich data,system
pg-wale,install and configure heroku's wal-e backup tool.,
java8,ansible role for configuring oracle java 8,development system
golang,installs go language,development
influxdb,an open-source, distributed, time series database with no external dependencies.,monitoring
jenkins,a continuous integration platform for when there's no other choice.,web
ruby,a dynamic, open source programming language with a focus on simplicity and productivity. it has an elegant syntax that is natural to read and easy to write.,development
mongodb,mongodb is a document-oriented database.,database nosql
php,php is a popular general-purpose scripting language that is popular in web development.,development web
mailcatcher,mailcatcher for debian / rhel os families,development web
monit,monit is a small open source utility for managing and monitoring unix systems. monit conducts automatic maintenance and repair and can execute meaningful causal actions in error situations.,system
s3ql,s3ql is a file system that stores all its data online using storage services like google storage, amazon s3, or openstack.,cloud system ec2 networking
tmate,tmate is a fork of tmux. it provides an instant pairing solution.,system
tokumx,tokumx is a high-performance drop-in replacement for mongodb.,database nosql
monit,ansible role for configuring monit.,system monitoring
mysqlbackup,mysql / mariadb backup role for rhel/centos,database
postgresql,postgresql is a powerful, open source object-relational database system. it has more than 15 years of active development and a proven architecture that has earned it a strong reputation for reliability, data integrity, and correctness.,database sql
rkt-runner,an ansible role for creating a systemd service unit that runs an aci using rkt.,development system packaging
tmux,installs docker and related utilities.,development system
pyenv,install pyenv,development
runit,a role to install the runit package and a task to create individual runit services.,system web monitoring
devenv,developement environment installation role,development
prometheus,installs and configures a prometheus monitoring server.,cloud database system web monitoring nosql
filebot,installs filebot 4.5 and dependencies,system
prosody,installs and configures the prosody xmpp servers + a variety of xep modules,networking
ntp,ntp service installation,system
java,oracle java jdk installation,development
openvpn,collection of ansible roles to run openvpn.,networking
shutdown_if_battery_low,shutdown the system if the build-in battery is low.,system ups battery shutdown
zsh,installs and configures zsh.,system
elasticsearch,role to manage elasticsearch,database monitoring nosql
swap,adds & configures swap space,system
py-openstack-dev,setup your dev instance for openstack development,cloud
shadowsocks,installs shadowsocks,system networking
rtorrent,installs and configures rtorrent,networking
apache,apache http server for ubuntu 14.04,web
firewall,iptables firewall for ubuntu 14.04,system networking
mysql,mysql for ubuntu 14.04,database sql
nodejs,node.js for ubuntu 14.04,development system web
java-oracle-ansible,small ansible role designed to install oracle java  on an ubuntu server,development
r,set up the latest version of r in ubuntu systems,r system statistics
golang,installs the go language,development packaging
percona-cluster,percona xtradb cluster configuration,database sql
openssl,setup openssl certificates and ca,system
envconsul,install envconsul,services monitoring tools
memcached,an ansible role for installing memcached,database web
glassfish,playbook to install and configure glassfish.,web
rabbitmq,ansible role for deploying rabbitmq,cloud database
sensu,install and configure sensu.,system monitoring
influxdb,influxdb role,development web
backup-manager,this role will assume the setup of backup-manager,development web
rtail,setup rtail,development web
keepalived,foo bar,development web
mount,install mount,system
base,simple base providing git, pip, wheel, virtualenv, various utils.,system
nvm,install nvm and node.js,development web packaging
casapy,provide an up-to-date copy of casapy,system
nginx,this role installs nginx on redhat/centos and debian/ubuntu linux servers.,ontic proxy server nginx web
restore-files,install restore files script,system
tor,installs tor with privileged ports,networking packaging
hugo,ansible role to install hugo - fast and flexible static site generator  gohugo.io/,development system web
librabbitmq-devel,an ansible role for installing development files for amqp client library,development
repo-newrelic,an ansible role for installing new relic repository,packaging
php-devel,an ansible role for installing development files for php.,development
php-common,an ansible role for installing common module for php.,web
php-imagick,an ansible role for installing imagick module for php.,web
php-memcache,an ansible role for installing memcache module for php.,web
php-mysql,an ansible role for installing mysql module for php.,web
bamboo-elastic-agent,installs bamboo elastic agent,cloud
vim,install and configures vim,development
ruby,installs and configures ruby,development
git,installs and configures lastest git,development
nodejs,node.js ansible role for debian ,development web packaging
nr-php5,install and configure newrelic agent for php5,system web monitoring
fail2ban,installs fail2ban.,system
bashrc,an ansible role to manage bashrc profiles,system
dhparam,manage one or multiple sets of diffie-hellman ephemeral parameters,weakdh security encryption logjam tls ssl pki
cacti-client,set up a machine (client) so it can be monitored by cacti (server),system monitoring
serverspeeder,install serverspeeder,networking
inadyn,install and configure inadyn,networking
swap,create and configure a swap file of the given size.,cache system swap
transmission-bt,ansible role for install transmission,web
vmware-tools,ansible playbook for vmware-tools,
network,basic network configuration for centos 7,system networking
ssl-certificate,generates ssl certificates,system
docker,install docker,
golang,installs golang and sets add it to path env,development system
python2,ansible python2 role,system
intellij,ansible role to install intellij idea community edition,development
sudo,ansible sudo role,system
sandstorm-base,base sandstorm setup,
common,ansible common role,system
mariadb,ansible mariadb role,sql
influxdb,installs and configures influxdb,database monitoring nosql
collectd,installs and configures collectd,system monitoring
carbon-relay-ng,builds, installs and configures carbon-relay-ng,system monitoring
log-courier,log-courier forwards logs to logstash,development
papertrail,set up logging to papertrailapp,monitoring
self-signed-ssl,generate self-signed ssl certs,system
composer-project,deploy a composer project,web packaging
git,installs git of version you want by compiling source for centos 7.,development system
git,git - a distributed version control system.,development
node,install node from nodesource & any other user defined packages from apt-get for debian/ubuntu.,ubuntu node web debian nodejs
tmpreaper,install and configure tmpreaper,system
network-interfaces,manage network interfaces in debian-like systems,system networking
localcloud-php,this role will install latest stable php release with a configurable list of modules, expose important settings and manage your fpm pool set up. use this to quickly install and manage your php deployment in a reliable way.,development system web
domain-join,installs and configures pbis-open and auto joins domain... download1.beyondtrust.com/technical-support/downloads/powerbroker-identity-services-open-edition/,system
rtorrent,configures rtorrent,networking
solr,apache solr for linux based on jeff geerlings.,development
veracode-scanner,uses veracodecli gem to set up cron tasks for veracode scanning,system
packagecloud,install packagecloud.io repositories,cloud packaging
z,installs the jumper z.,
php,install and configure php,
virtualbox-guest,builds and installs virtualbox guest additions,development system packaging
epel,epel repository for rhel/centos.,packaging
rsyslog8,ansible role for installing rsyslog v8 on linux machines.,system monitoring
cyclosible,role to install cyclosible, a tool to add a rest api to ansible,cloud system
freebsd-jailed-syslogd,provides a jailed syslogd server.,cloud syslogd ec2 iocage jails freebsd
banner,install banner which displays one connection,system
gerrit,installs and configures gerrit code review... www.gerritcodereview.com/,development
ohmyzsh,installs ohmyzsh on a user basis,development web
logstash,installs and configures logstash,system monitoring
ca_certs,add additional trusted certificate authorities to rhel / debian based hosts,system
ntp,network time protocol (ntp) is a networking protocol for clock synchronization between computer systems,system
firewall,install firewall/router service wich use configurable iptables rules. default policy to drop input/output/forward (fork of geerlingguy.firewall),iptables router firewall networking
docker-nginx,ansible role to manage and run the nginx docker container.,nginx ubuntu docker
mymumb,install mymumb panel. can install and configure apache2 if needed,voice mumble panel
stunnel,configure stunnel,system
kanboard,install kanboard. can install and configure apache2 if needed,kanboard kanban scrum
openssl,openssl for ubuntu 14.04,system web networking
dvm,provisions drush version manager,development system
network-tweaks,a role to configure sysctl settings in order to tweak network performance more optimally.,system networking
postgresql-on-el6,a role to install postgresql 8.4/9.x on redhat/centos/scientific/oracle enterprise linux.,database sql
fast,performance tweaks for ansible-managed hosts.,system
freebsd-jailed-mariadb,provides a jailed mariadb server.,cloud mariadb ec2 jails freebsd db
comet,installs the comet voevent broker. ( comet.rtfd.org/),networking monitoring
psptoolchain,ansible role to build open-source toolchain for psp homebrew development,development
nfs-client,role for running nfs clients,development
eos-mlag,role for managing mlag configuration,arista eos networking
postgres,role to build and install postgres from sources,installer db postgres
sd-plugins,ansible role to set up server density folder for plugins. prerequisite before installing them.,monitoring
docker-machine,installs docker-machine from github,development
eos-system,role for managing eos global system configuration,arista eos networking
virtualbox,role that installs virtualbox,development
nodejs-forever,an ansible role that installs nodejs and runs default or your application on ubuntu 12.04 - 15.10. if you just want to test node, this role got you covered, it comes with a simple hello world app. nodejs is added as service (using npm packages) allowin...,system web nodejs
nginx,an ansible role for installing nginx.,development web
eos-interfaces,role for managing eos interface configuration,arista eos networking
eos-virtual-router,role for managing eos virtual router configuration,arista eos networking
beetbox-wordpress,wordpress project role for beetbox.,development installer web wordpress beetbox
caddy,installs and configures a caddy webserver,system web
transmission,ansible role to set up and configure transmission a web based torrent manager.,cloud
beetbox-modx,modx project role for beetbox.,development installer modx web beetbox
glusterfs,install ands configures glusterfs on redhat/centos and debian/ubuntu,system
git-server,setup bare git-repositors,system web
terminal_notifier,awareness and notification,development
ruby2,installs ruby 2 including development packages,development
drush,drush - command line shell for drupal,development web
jekyll3,installs jekyll 3 static site generator,development
jekyll,installs jekyll  jekyllrb.com/,development web
kibana,kibana for linux.,system web monitoring
logstash-forwarder,logstash forwarder for linux.,system monitoring
elasticsearch,elasticsearch for linux.,system web monitoring
test2,descdesc,
composer,this role installs composer for ubuntu trusty (14.04).,development system ansidev web
gae,google app engine ansible role,
apt-mirror,installs and configures apt-mirror (local apt repository). also configures clients if extra-var passed.,system packaging
mongodb-manage,a simple role for managing mongodb users & databases,database mongodb nosql
bedrock-site-protect,lock your bedrock wordpress with htpasswd,development web
mysql,this role installs and configures mysql for ubuntu trusty (14.04).,development system ansidev web
casalibs-ppa,installs casacore libs as per  radio-astro.github.io/,packaging
mysql,ansible script to install mysql over ubuntu server.,database web mysql sql
docker,docker is an open platform for developers and sysadmins of distributed applications.,system
wireshark,installs wireshark,system
symfony,symfony for debian/ubuntu.,web
vagrant,setup guest machine for use with vagrant from host machine,development vagrant
influxdb,an open-source, distributed, time series database with no external dependencies.,database nosql
gitlab,setup and config gitlab-ce,development web
dotfiles,an ansible roles for configuring dotfiles for ubuntu trusty (14.04).,
freebsd-pf,freebsd pf firewall configuration,system
rexray,rex-ray installation and configuration,cloud development ec2 gce rax
freebsd-bootstrap,bootstrap freebsd host,system
owncloud,installs and configures a ready to use owncloud deployment ( owncloud.org),cloud web
xcode,configure xcode,development osx xcode
osx,bootstrap, configure, & manage os x,apple system osx mac
swift,apple swift for ubuntu,development
nginx,ansible script to install nginx over ubuntu server.,nginx web
nginx_django_setup,ansible script to setup nginx for django project over ubuntu server.,server django nginx web
update_ubuntu,ansible script to update ubuntu server.,system ubuntu update
vsftpd,installs and configures vsftpd on centos/rhel 7.,system networking
iodine,a role to install and configure an iodine server,system networking
bosun_agent,installs bosun agent,installer ops
dumpall,dumps all the ansible variables into a file for inspection and debug,development debug variable dump export
xxhash,set up xxhash in debian-like systems.,system
aws-deployment,ansible role to deploy infrastructure and application code,cloud web
elixir-deploy,tool to setup servers for elixir & phoenix framework apps,cloud development system web monitoring
memcached,install memcached and allow to configure it.,system
redis,install redis and allow to configure it.,system
common,common role used to share basic features between my playbooks,
jenkins-oracle-java,jenkins ci,development packaging
docker,install docker and provide usefull settings for it,development system
hp-firmware-upgrade,this repository automates hp firmware upgradation process using ansible,system
gromacs,development repository of ansible role gromacs,
lets-encrypt,ansible role to install let's encrypt, gernerate a certificate and set a cron job for renewal,cloud security web
rabbitmq,an ansible role for rabbitmq cluster,clustering
php-zerorpc,ansible role - zerorpc-php,
percona-server-setup,install percona server 5.6 on centos,database percona mysql db
hippo-tomcat,,web
ntp,ansible role ntp,system
hostname,set hostname and domain,system networking
ruby-brightbox,role will install ruby package for ubuntu. bundler will also be installed.,bundler ruby
repo_passenger,role install passenger repo from  oss-binaries.phusionpassenger.com/apt/passenger.,passenger repository ruby
t3deploy,a role for deploying projects of the php-based enterprise cms typo3,composer typo3 cms php deploy deployment
repo_remi,role install remi repository from  blog.remirepo.net/. useful for mote php versions on rhel and clones.,php repository
python,this role installs python ubuntu packages including development headers, pip, setuptools and virtualenv.,development system packaging
drupal_deps,manage drupal modules and themes,web
haproxy,deploying haproxy with simple but flexible configuration,system clustering networking
galaxify,role to deploy galaxify.sh,development
openssh,openssh is a suite of security-related network-level utilities based on the ssh protocol, which help to secure network communications via the encryption of network traffic over multiple authentication methods and by providing secure tunneling capabilit...,system networking
collectd,collectd role,development
xfce,installs the xfce window manager and lightdm login manager on ubuntu.,development system
gitconfig,configures git for various users,system
vimansible,role for customizing the vim editor using a plugin manager and several existing plugins,editor vi vim
shellinabox,role for  github.com/shellinabox/shellinabox,development
firewalld,installs and configures firewalld,system
redis,redis installer,database nosql
freebsd-jailed-joomla,installs joomla,cloud nginx ec2 iocage jails freebsd joomla
freebsd-jailed-php-fpm,creates a php-fpm pool and a zfs dataset which is used as web root by php-fpm.,cloud ec2 iocage jails freebsd
mysql_vhosts,ansible role for mysql virtualhost management.,system
postgresql,install and configure postgresql, dependencies, extensions, databases and users.,database sql
uwsgi,install uwsgi packages,web debian uwsgi
python,install python packages,python web debian
percona,install and configure percona server,database percona debian mysql
borgbackup,install and configure borg backup ( borgbackup.readthedocs.org),system networking
gocd_server,install the go continuous delivery server.,cd development
java,oracle java installation role,development
atom,installs atom from copr helber/atom,development system
gocd,install the go continuous delivery tool.  model even the most complex build and deploy workflow with ease.,development
postfix_send_only,install and configure a send-only postfix,
squidanalyzer,squidanalyzer (reports for squid-proxy) for redhat/centos/debian/ubuntu,proxy system
seedbox,role used to install seedbox on centos with yum,
ghost-blog,role used to install ghost blog on centos with yum,
w3af,w3af web security scanning ool,security web
slack_fullmemberadd,you can add a fullmember to your slack team,
php-scl,an ansible role to install php 5.5 from the software collections library.,system web
wsgiapp,setup wsgi app,python debian wsgi
swap,this role creates and mounts swap.,system
tftpd-hpa,installs and configures tftpd-hpa role.,system network
gcc,development repository of ansible role gcc,
mysql,this role installs mysql on redhat/centos and debian/ubuntu linux servers.,mariadb ontic server database mysql
php,php is a popular general-purpose scripting language that is popular in web development.,development web
ksplice,ksplice rebootless kernel updates,system
system-firewall,configures the system firewall and manages system firewall services for a machine,system
github-git-lfs,git large file storage,development system
system-security,meta role for including roles related to system security,system
rt,install request tracker,
apache2_vhosts,ansible role for apache2 virtualhost management.,system
ansible,this role will assume the following configuration:  - install ansible package,system
lcc-smw-duplicity-restore,this role restores a semantic mediawiki instance using duplicity.,web
postgresql,install and configure postgresql, dependencies, extensions, databases and users. forked from anxs/postgresql,database sql
test,ansible role for configuring log rotation of your app,system
consul,consul role,development
packer,hashicorp packer role,development
mesosphere-chronos,mesosphere chronos role,development
mesosphere-mesosslave,mesosphere mesos slave role,development
mesosphere-mesos-dns,mesosphere mesos dns role,development
golang,golang installer,golang
flowbat,flowbat install/configuration www.flowbat.com,
symlinks,this is a ansible role that creates symlinks based on a dict privided previously in a var_file,system
puppetlabs-release,install puppetlabs release package,system
pagerduty-maintenance-windows,ansible role to create pagerduty scheduled maintenance windows for services using the api.,web networking monitoring
zookeeper,zookeeper ansible role,
puppetdb,module installs puppetlabs puppetdb 2.x,system
phpsh,a read-eval-print-loop for php  www.phpsh.org/.,development web
vsftpd,install ftp server - vsftpd,web networking
buck,installs buck,development
nfs,installs and configures nfs client and / or server,cloud
repo-mysql,mysql repositories,database packaging
wso2-greg,installation of the wso2 greg application on a centos server.,development system web
node,node.js role,development
collectd-librato,an ansible role to install collectd with librato integration.,cloud system monitoring
postfix,postfix role, can work with amavis, dovecot and more roles to do a full scale mail server.,
apache2,setup apache2, configure basic security.,
mariadb,install and configure mariadb10.,
apache2_vhost,creates vhosts for apache2.,
rsyslog,installation and configuration of rsyslog,system
wordpress,installs and configures wordpress on centos/rhel 7 by using wp-cli.,web
raspberry-pi,configures a raspberry pi.,system
keepalived,role for setting up keepalived,system
simple-pki,simple pki for ubuntu/debian,security system cryptography networking
vsftpd,installs and configures vsftpd,networking
supervisord,a role to install and configure supervisord,monitoring
dante,compile & install dante from source.,networking
build-go-builder,create dockerized builder of golang dockerized applications,cloud development system packaging
asterisk-role,installing and configuring asterisk,cloud development system
azulinho-jenkins-server,ansible role for installing a jenkins-server,packaging
ipredator,openvpn client using ipredator service to assist in network diagnostics.,system networking monitoring
nhc,installs nhc,system clustering
users,sets up local accounts,system
github,install & configure git & packages that enchance git,github git dotfiles
mybb,quick and easy mybb web installer.,mybbform
inovia-ansible-zray,ansible role for automated install of zray, recently made available standalone by zend.,development system web monitoring
epel,epel repository for rhel/centos.,packaging
r,r role,development
atlassian-jira,install / upgrade atlasssian jira,development
lua,lua role,development
pseudo-forge,enables forge like functionality on no aws infrastructure,system
atlassian-crowd,install / upgrade atlasssian crowd,development
puppetsyncher,quick and easy puppet agent installer and sync the puppet master.,puppet
kapacitor,install and configure kapacitor, an open-source framework for processing, monitoring, and alerting on time series data,monitoring
zookeeper,apache zookeeper,clustering
serf,serf role,development
java,ansible role for installing oracle java,cloud jdk jvm development openjdk java system web packaging
freebsd-build-server,creates a freebsd build server (poudriere).,ec2 poudriere freebsd
debian-recent-mongodb,a role that installs mongodb on debian using mongodb repositories.only supported version is debian wheezy.,database nosql
casalibs-src,install casacore and associated libraries, compiled from source.,database web sql
openjdk,ansible role for installing openjdk,cloud jdk jvm development openjdk java system web packaging
jenkins,jenkins ci,development packaging
ufw,installs and configures ufw (uncomplicated firewall) on debian systems,system networking
logrotate,configures logrotate for an application,system
buildkite-agent,install the buildkite.com agent on ubuntu,development
freebsd-jailed,provides a jail.,cloud ec2 iocage jails freebsd
compile-python,compiles a python interpreter from source, python is the only thing itdownloads, rest is downloaded from debian repositories.tested for python 3.5,
dotfiles,install kse201's dotfiles,development system
neovim,install & configure neovim.,dotstrap development neovim
tmux,installs tmux on linux distributions,system
osx-jenv,ansible role to install and configure jenv(java environment manager) on osx.,system osx
tsocks,set up tsocks in debian-like systems,system networking
docker-compose,docker-compose role,development
hosts-deploy,deploy inventory hosts to /etc/hosts,system hosts
simp_le,simp_le installation and certificate generation for ubuntu/debian.,web tls https letsencrypt ssl
bosh-jumpbox,ansible role for bosh and cloud foundry jumpbox,cloud cloudfoundry clustering
apt-cacher-ng,apt-cacher-ng role,development
rubies,all of the rubies,development system packaging ruby
backuppc,install and manage backuppc,rsync backup security system restore web debian networking
ssh-config,configure a system-wide ssh configuration,system networking
watchdog,configure the software watchdog daemon provided by the linux kernel,system monitoring
ldap,manipulating an ldap directory,ldap
dotfiles,installs dotfiles,development system web
systemd-docker_service,register docker containers as systemd daemons.,system
adminer,installs adminer for database management.,database development system
nodejs,node.js installation for linux,development web
java,java for linux,development system web
composer,composer php dependency manager,web packaging
dircolors,configure ls_colors for bash, zsh & fish shells,dotfiles dircolors lscolors
osx-defaults,ansible role to configure defaults on osx.,system osx
mesosphere-rsyslogd,rsyslogd config for mesosphere hosts role,development
ansible-source,installs ansible from source on debian/ubuntu linux servers. this allows to use ansible 2.0.0+,debian source ansible
php7_dev,install latest php (development package) version in dotdeb repository,web
xdg,configure xdg directory settings for bash, zsh & fish shells,dotfiles shell xdg
node,install node.js through nvm and set up an nginx site running it,node nginx nvm web
kibana,ansible role to install kibana.,system monitoring
openscap,install openscap - security scanner,security monitoring content
postgresql,install and configure postgresql, dependencies, extensions, databases and users.,database sql
drush,drush for linux,web
consul,consul cluster role,system networking
meatspace-chat-v2,meatspace chat v2 is a wondrously meaty web chat community; use this role to deploy your own instance of the meatspace chat version 2 server.,networking
scap-security-guide,install the scap security guide.,security monitoring content
rexray,rex-ray installation and configuration,cloud development ec2 gce rax
miniconda,miniconda role,development
rust,rust-lang role,development
nginx-redirect,role used to install nginx on centos with yum to redirect all trafic to domain,
filebeat,install and configure filebeat as a logs forwarder for logstash,logstash system monitoring logs
ruby,install rbenv, ruby, and create an nginx site running it through phusion passenger,nginx passenger web rbenv phusion ruby
ohmyzsh,install zsh and oh my zsh plugin,system
docker-sentry,ansible role to manage and run the sentry docker container. assume you have docker, redis, postgres already installed.,ubuntu docker sentry
wkhtmltopdf,role installs the wkhtmltopdf ( wkhtmltopdf.org/).,apt
nginx,installs nginx,web
squirrel,squirrelmail,
squirrelmail,installs squirrelmail with dependencies,
system-security,meta role for including roles related to system security,system
mpich,installs mpich from source,system packaging
phpmyadmin,install phpmyadmin,web
ansible-network-interfaces,manage network interfaces in debian-like systems,system networking
docker-compose,install docker compose,system
yum-plugin-priorities,role to manage yum repo priorities,yum system packaging centos
authy-ssh,,
apt,installs & removes apt packages,development system
td-agent,td-agent for rhel/centos and debian/ubuntu,logging monitoring treasuredata fluentd
release,release code,cloud system
emacs-build,emacs builder + a bunch of emacs packages,development
aws-scripts-mon,install and configure aws cloudwatch monitoring scripts,system aws monitoring
osx-rsync,ansible role for deploying rsync on os x,system
couchdb,installs couchdb,development
couchdb-lucene,couchdb-lucene roles,development
bdii,installs and configures bdii,system
psacct,psacct role,system
ganglia-mond,configures ganglia gmond,system clustering monitoring
nrpe-plugins,get_url or copy nagios checks,system packaging monitoring
rrsync,configures rrsync,system
rdma,installs and configures rdma,system networking
zfsonlinux,installs zfs on linux,system
galaxy-role-spike,,
couchbase,installs couchbase db -  www.couchbase.com/,database
docker,docker allows you to package an application with all of its dependencies into a standardized unit for software development.,packaging
openbazaar,openbazaar server,market openbazaar p2p
php-ioncube,php ioncube support for linux,web
ansible,ansible role for ansible,development osx alpine
django-prepare,prepare the launch of a django app on a plesk managed server,development system web
python-wsgi,installs wsgi by compiling with a custom python version,development system
short-stack-mongodb,installs mongodb and adds launch agent.,system
short-stack-tmux,installs tmux and common configuration.,system
oracle-weblogic-domain,,
jenkins,install and configure jenkins,ci
go,go is an open source programming language that makes it easy to build simple, reliable, and efficient software.,golang packaging
redis,redis for debian,database nosql
es-packetbeat,installs and configured elastic packetbeat ( www.elastic.co/products/beats/packetbeat),system monitoring network
aws-cli,aws command line interface - a unified tool to manage your aws services.,cloud system ec2 networking
packages,overengineered package selection framework.,desktop system software client workstation packaging packages applications deployment
nginx-proxy,ansible role for nginx setup as reverse proxy on ubuntu server,system
exim4-sender,ansible role for send-only exim4 setup on ubuntu server,system networking
mongodb,ansible role for mongo db (ubuntu server),database system nosql
perl,ansible role for perl environment(carton, cpanm) setup on ubuntu server,system
redis,ansible role for redis db (ubuntu server),system
sources,ansible role for deploying sources from git repository,system
hub,role to install hub,development
wlan_ap,ansible role to set up a wifi access point using networkmanager's nmcli tool on rhel 7 and derivatives like centos 7,networking
sealion,installs sealion,sealion monitoring
influxdb,role to install influxdb,development
exrm,exrm based release,programming
sudo,ansible role which manage sudoers file,system
mapr_external_packages,,
python_lxml,,
mapr_zookeeper_startup,,
mapr_resourcemanager,,
mapr_nodemanager,,
mapr_nfs,,
mapr_fileserver,,
mapr_hbaseregionserver,,
mapr_configuration,,
mapr_debian_prereqs,,
mapr_drill_test,,
mapr_aws_bootstrap,,
mapr_hive,,
mapr_httpfs,,
mapr_license,,
mapr_mapreducev1_test,,
mapr_maprlogin,,
mapr_metrics,,
mapr_oozie,,
mapr_pig,,
mapr_pre_install_test,,
mapr_spark_slave,,
mapr_tasktracker,,
mapr-hue,install mapr-hue,
mapr_drill,,
user_account,,
docker-sickrage,ansible galaxy role to manage and run the sickrage docker container.,sickrage ubuntu docker
ansible-varnish,varnish cache, the high-performance http accelerator.,web
grafana,an ansible role for installing grafana.,system monitoring
